Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,98526,8,4,559,3555,206,0,69.875,82.84656644,2920,0,888.75,1385.949825,41755.47571,121.7952622,8956.909091,14064.24074,34588,49,98526,14075.14286,16410.48543,36464,49,36912,12304.0,19539.0,34849,280,0,0,0,0,172,92,81.19684144,40.59842072,0,2920,316.4615385,801.418494,642271.6026,0,0,0,1,0,0,0,0,0,342.8333333,69.875,888.75,172,0,0,0,0,0,0,8,559,4,3555,8192,288,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3323,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5794368,7,4,635,150,517,0,90.71428571,190.7072051,150,0,37.5,75.0,135.4763798,1.898395131,579436.8,1763311.805,5597112,3,5794368,965728.0,2313148.689,5687170,3,146947,48982.33333,45500.15878,90459,315,0,0,0,0,232,136,1.208069629,0.690325502,0,517,65.41666667,149.8383725,22451.53788,0,0,0,1,0,0,0,0,0,71.36363636,90.71428571,37.5,232,0,0,0,0,0,0,7,635,4,150,29200,235,3,32,197253.0,0.0,197253,197253,5597112.0,0.0,5597112,5597112,BENIGN
53,23312,1,1,52,113,52,52,52.0,0.0,113,113,113.0,0.0,7077.899794,85.79272478,23312.0,0.0,23312,23312,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.89636239,42.89636239,52,113,72.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,108.5,52.0,113.0,32,0,0,0,0,0,0,1,52,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65537582,15,14,1705,4009,1294,0,113.6666667,331.7446666,1726,0,286.3571429,572.8927416,87.18661607,0.442494201,2340627.929,4160760.26,10000000,3,60900000,4352831.5,5135528.661,10100000,215,65500000,5035374.154,5004309.369,10100000,3,0,0,0,0,320,292,0.228876311,0.21361789,0,1726,190.4666667,457.1622917,208997.3609,0,0,0,1,0,0,0,0,0,197.0344828,113.6666667,286.3571429,320,0,0,0,0,0,0,15,1705,14,4009,29200,266,14,20,154155.0,188068.4232,538048,77262,10000000.0,2846.509471,10000000,9997562,BENIGN
6565,62,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,258064.5161,64516.12903,20.66666667,25.14623895,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,48,40,32258.06452,32258.06452,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60624,2,2,74,264,37,37,37.0,0.0,132,132,132.0,0.0,5575.349696,65.98046978,20208.0,34996.08658,60618,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,64,40,32.99023489,32.99023489,37,132,75.0,52.03364296,2707.5,0,0,0,0,0,0,0,0,1,93.75,37.0,132.0,64,0,0,0,0,0,0,2,74,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39664,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1006,930,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47009,1,1,61,223,61,61,61.0,0.0,223,223,223.0,0.0,6041.396328,42.54504457,47009.0,0.0,47009,47009,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,21.27252228,21.27252228,61,223,115.0,93.53074361,8748.0,0,0,0,0,0,0,0,0,1,172.5,61.0,223.0,20,0,0,0,0,0,0,1,61,1,223,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,31490,3,4,92,19,86,0,30.66666667,48.01388688,7,0,4.75,3.201562119,3524.928549,222.2927914,5248.333333,7700.494209,15340,3,15951,7975.5,10738.83069,15569,382,16150,5383.333333,8889.514066,15644,3,0,0,0,0,84,92,95.26833916,127.0244522,0,86,13.875,29.30839714,858.9821429,0,0,0,1,0,0,0,0,1,15.85714286,30.66666667,4.75,84,0,0,0,0,0,0,3,92,4,19,65535,29,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49601,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,290,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
646,1,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,4000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,48,0,2000000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56828,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,367,349,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2222,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1546,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,42043.98448,1940.491591,773.0,1087.530229,1542,4,1546,773.0,1087.530229,1542,4,0,0.0,0.0,0,0,0,0,0,0,60,0,1940.491591,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,64199,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116874334,19,16,1383,5895,431,0,72.78947368,159.3659586,1963,0,368.4375,791.125946,62.2720126,0.299466947,3437480.412,4683576.909,10000000,17,117000000,6490551.0,4704422.235,10000000,27092,117000000,7788670.533,4018033.439,10000000,6516,0,0,0,0,392,464,0.162567771,0.136899176,0,1963,202.1666667,551.532851,304188.4857,0,0,0,1,0,0,0,0,0,207.9428571,72.78947368,368.4375,392,0,0,0,0,0,0,19,1383,16,5895,8192,1013,18,20,620742.4545,1911326.943,6383610,44175,10000000.0,380.043897,10000000,9999260,BENIGN
80,102535,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.5055347,102535.0,0.0,102535,102535,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9.752767348,9.752767348,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,29,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,108348,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18.45903939,108348.0,0.0,108348,108348,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9.229519696,9.229519696,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,239,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
84,36,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,444444.4444,111111.1111,12.0,18.1934054,33,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,48,40,55555.55556,55555.55556,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
11111,110,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,36.66666667,21.36195996,49,12,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,48,40,18181.81818,18181.81818,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,105336,3,4,661,361,655,0,220.3333333,376.4443297,349,0,90.25,172.5231868,9702.286018,66.45401382,17556.0,16028.18163,36090,4,65300,32650.0,4864.894655,36090,29210,76155,25385.0,35210.13935,65582,4,0,0,0,0,72,88,28.48029164,37.97372218,0,655,127.75,245.0578649,60053.35714,0,0,0,1,0,0,0,0,1,146.0,220.3333333,90.25,72,0,0,0,0,0,0,3,661,4,361,8192,5035,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1873935,79,133,778,238475,316,0,9.848101266,34.89290891,4380,2,1793.045113,709.5795582,127674.1189,113.130925,8881.208531,35911.09826,234005,0,1742367,22338.03846,55060.86293,236649,50,1640875,12430.87121,43222.51624,234228,1,0,0,0,0,1592,2664,42.15727867,70.97364636,0,4380,1123.253521,1031.164624,1063300.483,0,0,0,1,0,0,0,0,1,1128.551887,9.848101266,1793.045113,1592,0,0,0,0,0,0,79,778,133,238475,8192,35372,78,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5656995,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,2.121267563,1.060633782,1131399.0,1805216.419,4227223,96,5656995,1885665.0,2093944.201,4227319,193211,4227344,4227344.0,0.0,4227344,4227344,0,0,0,0,104,64,0.707089188,0.353544594,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,5840,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53384,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1404,18,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,3611111.111,166666.6667,9.0,7.071067812,14,4,18,9.0,7.071067812,14,4,0,0.0,0.0,0,0,0,0,0,0,60,0,166666.6667,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,270,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,238,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1352941.176,16806.72269,79.33333333,98.79946019,190,0,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,40,40,8403.361345,8403.361345,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,40,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,151980,2,2,76,228,38,38,38.0,0.0,114,114,114.0,0.0,2000.263193,26.31925253,50660.0,87741.3638,151975,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,13.15962627,13.15962627,38,114,68.4,41.62691437,1732.8,0,0,0,0,0,0,0,0,1,85.5,38.0,114.0,64,0,0,0,0,0,0,2,76,2,228,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5000,29,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,551724.1379,137931.0345,9.666666667,11.54700538,23,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,48,40,68965.51724,68965.51724,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
280,51,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,313725.4902,78431.37255,17.0,26.85144316,48,1,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,48,40,39215.68627,39215.68627,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116305458,83,133,1175,206335,373,0,14.15662651,52.85264419,4380,0,1551.390977,807.2684942,1784.1811,1.857178534,540955.6186,2227153.968,10000000,4,116000000,1418359.244,3447374.052,10000000,167,111000000,839966.803,2775412.294,10000000,53,0,0,0,0,1672,2804,0.713638048,1.143540486,0,4380,956.2672811,981.1628742,962680.5856,0,0,0,1,0,0,0,0,1,960.6944444,14.15662651,1551.390977,1672,0,0,0,0,0,0,83,1175,133,206335,8192,62,82,20,103508.8182,292978.4371,986872,15007,9976101.455,58397.10802,10000000,9800588,BENIGN
53,167,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1269461.078,23952.09581,55.66666667,56.50073746,116,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,40,40,11976.0479,11976.0479,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5906,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,99651130,15,15,5108,90,1460,6,340.5333333,456.2038809,6,6,6.0,0.0,52.16197749,0.301050274,3436245.862,18300000.0,98500000,3,99700000,7117887.429,26300000.0,98500000,3,99700000,7117903.286,26300000.0,98500000,4,1,0,0,0,300,300,0.150525137,0.150525137,6,1460,169.6129032,354.2817784,125515.5785,0,1,0,0,1,0,0,0,1,175.2666667,340.5333333,6.0,300,0,0,0,0,0,0,15,5108,15,90,255,652,14,20,570315.0,0.0,570315,570315,98500000.0,0.0,98500000,98500000,Infiltration
53,151,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,609271.5232,26490.06623,50.33333333,85.44783984,149,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,13245.03311,13245.03311,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,40,0,0,0,0,0,0,2,46,2,46,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
12624,2,2,0,2071,0,2065,6,1035.5,1455.932862,0,0,0.0,0.0,1040000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,40,0,1000000.0,0.0,6,2065,1378.666667,1188.764204,1413160.333,0,1,0,0,1,0,0,0,0,2068.0,1035.5,0.0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1061405,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,113.0576924,1.884294873,1061405.0,0.0,1061405,1061405,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,0.942147437,0.942147437,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,40,0,0,0,0,0,0,1,52,1,68,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,205,2,2,74,302,37,37,37.0,0.0,151,151,151.0,0.0,1834146.341,19512.19512,68.33333333,77.52633961,154,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,9756.097561,9756.097561,37,151,82.6,62.44037156,3898.8,0,0,0,0,0,0,0,0,1,103.25,37.0,151.0,64,0,0,0,0,0,0,2,74,2,302,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,507496,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5.911376641,253748.0,306714.6374,470628,36868,507496,253748.0,306714.6374,470628,36868,0,0.0,0.0,0,0,0,0,0,0,96,0,5.911376641,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,298,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,65191276,10,10,358,288,358,0,35.8,113.2095402,288,0,28.8,91.07359661,9.909301361,0.306789516,3431119.789,4749076.022,10100000,54,61500000,6831324.0,5076184.267,10200000,91,65100000,7233007.444,4613409.726,10200000,1405,0,0,0,0,328,328,0.153394758,0.153394758,0,358,30.76190476,97.78440814,9561.790476,0,0,0,1,0,0,0,0,1,32.3,35.8,28.8,328,0,0,0,0,0,0,10,358,10,288,29200,235,1,32,110397.3333,39212.45919,190437,94016,10100000.0,22094.88,10100000,10100000,BENIGN
80,114554,3,4,627,361,621,0,209.0,356.8150782,349,0,90.25,172.5231868,8624.753391,61.10655237,19092.33333,17283.05131,41980,4,71465,35732.5,8835.299231,41980,29485,85165,28388.33333,38007.70864,71569,4,0,0,0,0,72,88,26.18852244,34.91802992,0,621,123.5,234.6827646,55076.0,0,0,0,1,0,0,0,0,1,141.1428571,209.0,90.25,72,0,0,0,0,0,0,3,627,4,361,8192,5001,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,67917167,20,20,3738,120,705,6,186.9,227.2302102,6,6,6.0,0.0,56.8044895,0.588952716,1741465.821,8907306.251,54800000,32,67900000,3574561.158,12700000.0,54800000,438,67900000,3574570.579,12700000.0,54800000,530,1,0,0,0,400,400,0.294476358,0.294476358,6,705,94.97560976,181.0974169,32796.27439,0,1,0,0,1,0,0,0,1,97.35,186.9,6.0,400,0,0,0,0,0,0,20,3738,20,120,255,1452,19,20,566477.5,11731.60861,574773,558182,33100000.0,30600000.0,54800000,11400000,Infiltration
53,23370,1,1,65,126,65,65,65.0,0.0,126,126,126.0,0.0,8172.871202,85.57980317,23370.0,0.0,23370,23370,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.78990158,42.78990158,65,126,85.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,128.0,65.0,126.0,20,0,0,0,0,0,0,1,65,1,126,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5848244,9,5,407,3205,214,0,45.22222222,82.61019577,1499,0,641.0,767.441203,617.6212894,2.393880967,449864.9231,1593170.099,5752109,4,5848244,731030.5,2028913.372,5752109,4,39684,9921.0,10308.60052,20146,219,0,0,0,0,296,168,1.538923479,0.854957488,0,1499,240.8,508.0424898,258107.1714,0,0,0,1,0,0,0,0,0,258.0,45.22222222,641.0,296,0,0,0,0,0,0,9,407,5,3205,29200,122,3,32,96131.0,0.0,96131,96131,5752109.0,0.0,5752109,5752109,BENIGN
13783,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,105381705,16,10,336,268,36,6,21.0,15.49193338,32,6,26.8,10.96256256,5.731545148,0.246722142,4215268.2,6864844.768,15000000,3,105000000,7025447.0,7722350.472,15000000,45019,105000000,11700000.0,6627043.297,15100000,3,1,0,0,0,320,200,0.151829011,0.094893132,6,36,23.7037037,13.93063811,194.0626781,0,1,0,0,1,0,0,0,0,24.61538462,21.0,26.8,320,0,0,0,0,0,0,16,336,10,268,329,33,15,20,47020.42857,1978.227562,50856,45019,15000000.0,335.1573902,15000000,15000000,BENIGN
6123,97,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,164948.4536,41237.1134,32.33333333,26.31222783,49,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,0,0,0,0,48,40,20618.5567,20618.5567,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,64,148,32,32,32.0,0.0,74,74,74.0,0.0,1152173.913,21739.13043,61.33333333,100.1715196,177,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,10869.56522,10869.56522,32,74,48.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,61.0,32.0,74.0,64,0,0,0,0,0,0,2,64,2,148,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,24577,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,81.3768971,24577.0,0.0,24577,24577,24577,24577.0,0.0,24577,24577,0,0.0,0.0,0,0,0,0,0,0,64,0,81.3768971,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,319,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2506676,11,9,937,6020,612,0,85.18181818,187.1378199,1448,0,668.8888889,666.1327654,2775.388602,7.978693696,131930.3158,458447.2533,1999783,3,506890,50689.0,100780.2916,330667,48,2476859,309607.375,696614.5427,1999865,3,0,0,0,0,360,296,4.388281533,3.590412163,0,1448,331.2857143,533.9400849,285092.0143,0,0,0,1,0,0,0,0,0,347.85,85.18181818,668.8888889,360,0,0,0,0,0,0,11,937,9,6020,29200,31,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,343,3,0,58,0,46,6,19.33333333,23.09401077,0,0,0.0,0.0,169096.2099,8746.355685,171.5,23.33452378,188,155,343,171.5,23.33452378,188,155,0,0.0,0.0,0,0,0,0,0,0,60,0,8746.355685,0.0,6,46,16.0,20.0,400.0,0,0,0,0,1,0,0,0,0,21.33333333,19.33333333,0.0,60,0,0,0,0,0,0,3,58,0,0,253,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,99912925,26,26,6674,156,1164,6,256.6923077,366.0205207,6,6,6.0,0.0,68.35952406,0.520453185,1959076.961,8638857.306,55000000,32,99900000,3996503.52,12100000.0,55000000,512,99900000,3996499.4,12100000.0,55000000,550,1,0,0,0,520,520,0.260226592,0.260226592,6,1164,130.0,283.2257865,80216.84615,0,1,0,0,1,0,0,0,1,132.5,256.6923077,6.0,520,0,0,0,0,0,0,26,6674,26,156,255,1452,25,20,631225.6667,94442.97423,740279,576642,32500000.0,19500000.0,55000000,20900000,Infiltration
53,159,2,2,94,222,47,47,47.0,0.0,111,111,111.0,0.0,1987421.384,25157.2327,53.0,85.73797292,152,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12578.61635,12578.61635,47,111,72.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,90.75,47.0,111.0,64,0,0,0,0,0,0,2,94,2,222,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5925,47,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,85106.38298,42553.19149,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0,0,0,48,0,42553.19149,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60629680,11,9,3332,4568,821,0,302.9090909,352.5879903,1460,0,507.5555556,602.7207295,130.2992198,0.329871443,3191035.789,13700000.0,60000000,48,60600000,6062968.0,18900000.0,60000000,327,565465,70683.125,57949.79905,173425,48,0,0,0,0,232,192,0.181429293,0.148442149,0,1460,376.1904762,474.618965,225263.1619,0,0,0,1,0,0,0,0,0,395.0,302.9090909,507.5555556,232,0,0,0,0,0,0,11,3332,9,4568,8192,513,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
